CustomerID,Recency,Frequency,Monetary,Cluster
12585.0,234,4,1982.81,1
12586.0,17,2,179.94000000000003,3
12587.0,8,1,144.0,3
12588.0,39,1,214.89999999999998,3
12589.0,29,2,646.68,3
12590.0,190,3,9861.38,1
12591.0,317,1,452.84999999999997,1
12592.0,92,2,437.6,3
12593.0,109,3,418.09999999999997,3
12594.0,38,11,3320.2200000000003,3
12596.0,51,2,618.27,3
12597.0,19,5,3683.13,3
12598.0,10,9,3002.68,3
12599.0,29,7,1032.58,3
12600.0,29,11,2581.04,3
12601.0,190,6,569.5600000000001,1
12602.0,59,1,153.12,3
12603.0,22,1,739.1999999999999,3
12604.0,79,2,254.18,3
12605.0,365,1,-7.5,1
12607.0,58,2,3.552713678800501e-15,3
12609.0,78,3,1126.85,3
12610.0,23,7,2057.99,3
12611.0,52,1,1193.32,3
12612.0,58,2,643.59,3
12613.0,31,6,3218.98,3
12614.0,278,1,315.6,1
12615.0,2,4,2291.19,3
12616.0,85,5,657.25,3
12617.0,29,1,355.53,3
12618.0,22,1,177.31,3
12619.0,16,13,3214.81,3
12620.0,15,3,1339.41,3
12621.0,2,23,13612.07,0
12622.0,232,1,180.1,1
12623.0,276,1,305.1,1
12624.0,106,2,641.13,3
12625.0,212,3,2614.32,1
12626.0,23,13,6388.35,3
12627.0,11,7,4478.53,3
12628.0,4,4,769.61,3
12630.0,10,2,1270.88,3
12631.0,57,1,640.5,3
12633.0,59,5,2140.63,3
12635.0,90,2,1689.18,3
12637.0,67,10,5953.25,3
12638.0,33,1,671.69,3
12639.0,239,1,486.1,1
12640.0,24,3,1174.58,3
12641.0,115,1,185.9,3
12642.0,25,3,1013.26,3
12643.0,128,6,3344.64,3
12644.0,130,1,477.91,3
12645.0,34,5,1755.38,3
12646.0,5,2,1346.97,3
12647.0,22,13,3669.92,3
12648.0,155,1,318.05,1
12649.0,107,4,603.71,3
12650.0,3,1,314.44,3
12651.0,335,1,114.0,1
12652.0,322,2,914.53,1
12653.0,149,2,2209.85,1
12654.0,11,5,601.98,3
12656.0,17,8,3982.72,3
12657.0,11,5,1152.06,3
12658.0,19,1,686.05,3
12659.0,30,1,91.68,3
12660.0,11,1,245.1,3
12662.0,1,12,3817.08,3
12664.0,8,10,4863.88,3
12665.0,325,2,61.75,1
12666.0,359,1,-227.44,1
12667.0,58,1,620.13,3
12668.0,7,6,3743.18,3
12669.0,151,4,1607.73,1
12670.0,10,6,2986.15,3
12672.0,330,1,225.89999999999998,1
12673.0,5,2,610.52,3
12674.0,12,7,1919.31,3
12676.0,25,6,1331.39,3
12678.0,42,13,17588.26,0
12679.0,52,9,1058.67,3
12680.0,1,4,862.81,3
12681.0,15,27,13677.59,0
12682.0,4,31,12288.22,0
12683.0,4,20,8221.09,0
12684.0,8,7,2283.63,3
12685.0,28,6,2863.08,3
12686.0,372,1,89.14,1
12688.0,114,1,4873.8099999999995,3
12689.0,26,2,1247.61,3
12690.0,206,1,389.01,1
12691.0,28,6,1035.8,3
12693.0,121,6,830.96,3
12694.0,70,2,869.67,3
12695.0,7,4,582.1,3
12697.0,21,5,939.02,3
12700.0,8,6,4867.99,3
12701.0,80,2,797.71,3
12702.0,20,1,219.0,3
12703.0,64,2,274.7,3
12704.0,7,10,2220.84,3
12705.0,15,14,6814.24,3
12707.0,292,1,603.42,1
12708.0,30,16,2616.32,3
12709.0,3,26,9294.1,0
12710.0,97,4,1130.57,3
12712.0,23,17,4241.63,3
12713.0,1,1,848.55,3
12714.0,9,5,4708.86,3
12715.0,106,1,353.86,3
12716.0,4,2,1053.49,3
12717.0,151,3,980.98,1
12718.0,71,1,238.25,3
12719.0,5,3,608.1,3
12720.0,3,29,5713.28,0
12721.0,32,7,2628.98,3
12722.0,85,6,904.33,3
12723.0,4,5,725.07,3
12724.0,5,4,1031.41,3
12725.0,371,1,427.8,1
12726.0,28,7,2609.1,3
12727.0,11,9,3947.7,3
12728.0,71,4,836.33,3
12729.0,114,1,453.01,3
12731.0,24,14,18793.41,0
12732.0,180,1,236.26000000000002,1
12733.0,234,1,383.95,1
12734.0,353,1,110.39999999999999,1
12735.0,315,2,779.5699999999999,1
12736.0,333,1,234.0,1
12738.0,372,1,155.35,1
12739.0,78,2,1013.04,3
12740.0,64,1,427.6,3
12743.0,134,2,546.43,3
12744.0,52,10,9120.39,3
12747.0,2,11,4196.01,3
12748.0,1,224,29072.1,2
12749.0,4,8,3868.2,3
12750.0,129,1,275.88,3
12752.0,81,1,4366.78,3
12753.0,4,11,21024.01,0
12754.0,236,5,2949.12,1
12755.0,250,4,2203.2,1
12756.0,87,1,112.07999999999998,3
12757.0,16,19,4227.7,0
12758.0,117,2,2791.59,3
12759.0,52,3,1531.44,3
12762.0,8,2,1898.52,3
12763.0,138,2,494.08,3
12764.0,317,1,1693.88,1
12766.0,4,7,6989.63,3
12769.0,239,1,1143.6,1
12770.0,211,1,1351.45,1
12772.0,60,1,892.47,3
12775.0,17,6,1351.24,3
12778.0,20,7,804.23,3
12779.0,21,12,3868.7,3
12781.0,21,5,707.72,3
12782.0,5,6,2273.32,3
12783.0,2,8,1603.87,3
12784.0,9,2,574.42,3
12785.0,3,2,305.71,3
12787.0,10,3,463.66,3
12789.0,65,1,91.85,3
12790.0,192,1,324.92,1
12791.0,374,1,192.60000000000002,1
12792.0,257,1,400.53999999999996,1
12793.0,335,2,545.48,1
12794.0,53,2,860.41,3
12795.0,19,1,430.48,3
12797.0,360,3,194.18,1
12798.0,10,3,6977.04,3
12802.0,184,2,412.58,1
12808.0,37,3,483.65000000000003,3
12809.0,168,2,484.36,1
12811.0,261,3,514.85,1
12812.0,45,1,229.64000000000001,3
12814.0,102,1,125.92,3
12815.0,148,2,1063.46,1
12816.0,96,2,572.2,3
12817.0,281,1,166.04,1
12818.0,178,2,1517.88,1
12820.0,3,4,942.34,3
12821.0,214,1,92.72,1
12822.0,71,3,918.98,3
12823.0,75,5,1759.5,3
12824.0,60,1,397.12,3
12826.0,3,8,1468.1200000000001,3
12827.0,6,3,430.15000000000003,3
12828.0,3,6,1018.71,3
12829.0,322,3,253.05,1
12830.0,38,7,6748.4,3
12831.0,262,1,215.05,1
12832.0,32,2,383.03,3
12833.0,145,1,417.38,1
12834.0,283,1,312.38,1
12836.0,59,4,2612.86,3
12837.0,173,1,134.1,1
12838.0,34,2,683.13,3
12839.0,3,16,5583.62,3
12840.0,144,6,2714.27,3
12841.0,5,26,3876.4,0
12842.0,70,2,1118.99,3
12843.0,66,9,1680.76,3
12844.0,29,2,325.96000000000004,3
12845.0,267,4,354.09,1
12847.0,22,1,871.54,3
12849.0,31,2,1050.8899999999999,3
12851.0,97,1,135.18,3
12852.0,290,2,299.75,1
12853.0,108,9,1881.7,3
12854.0,79,5,1289.15,3
12855.0,373,1,38.1,1
12856.0,8,8,2162.68,3
12857.0,211,2,1106.4,1
12863.0,52,2,504.2,3
12864.0,138,1,147.12,3
12865.0,26,3,1548.07,3
12866.0,283,1,559.12,1
12867.0,26,10,3986.22,3
12868.0,186,6,1607.0600000000002,1
12870.0,366,1,-14.899999999999999,1
12871.0,84,2,380.64,3
12872.0,327,2,599.97,1
12873.0,282,1,374.0,1
12875.0,143,2,343.2300000000001,3
12876.0,58,2,2218.02,3
12877.0,4,12,1535.77,3
12878.0,18,3,841.64,3
12879.0,45,4,552.5699999999999,3
12881.0,276,1,298.0,1
12882.0,9,2,1463.04,3
12883.0,25,4,703.47,3
12884.0,88,1,309.05,3
12885.0,63,4,1158.27,3
12886.0,68,3,1351.09,3
12888.0,214,4,313.77,1
12890.0,24,1,380.46999999999997,3
12891.0,186,3,331.0,1
12893.0,31,1,188.14,3
12895.0,42,3,347.3,3
12897.0,205,2,216.5,1
12901.0,9,36,16293.1,0
12902.0,265,1,138.68,1
12904.0,18,2,509.58,3
12906.0,12,5,2919.81,3
12908.0,59,4,246.0,3
12909.0,40,8,2128.83,3
12910.0,23,8,3075.04,3
12912.0,3,5,1662.3,3
12913.0,5,5,2483.63,3
12915.0,149,2,363.65,1
12916.0,139,5,2982.35,3
12917.0,128,1,594.0,3
12919.0,8,8,1301.44,3
12920.0,17,1,164.23,3
12921.0,4,50,16389.74,0
12922.0,161,1,405.38,1
12923.0,64,1,176.97,3
12924.0,88,5,929.95,3
12925.0,5,2,694.05,3
12928.0,35,5,2062.7000000000003,3
12929.0,122,2,105.1,3
12930.0,78,4,409.9,3
12931.0,22,20,33462.81,0
12933.0,24,4,606.28,3
12935.0,2,8,2156.45,3
12936.0,17,5,1012.9,3
12937.0,15,4,1504.27,3
12938.0,26,1,114.14,3
12939.0,64,8,11581.8,3
12940.0,46,4,876.29,3
12942.0,131,3,683.9,3
12943.0,301,1,-3.75,1
12944.0,36,2,604.51,3
12945.0,288,1,462.95,1
12947.0,144,11,1407.29,3
12948.0,16,8,2053.7,3
12949.0,31,10,4143.02,3
12950.0,2,3,1843.0,3
12951.0,9,8,1042.07,3
12952.0,6,5,1382.8400000000001,3
12953.0,10,1,329.85,3
12955.0,1,14,4734.26,3
12956.0,306,1,108.07,1
12957.0,4,12,3979.04,3
12962.0,7,2,266.39,3
12963.0,8,9,1841.03,3
12965.0,89,1,771.91,3
12966.0,10,1,160.18,3
12967.0,3,4,1194.75,3
12968.0,112,1,135.95,3
12970.0,7,4,452.24,3
12971.0,4,89,10930.26,0
12974.0,198,1,144.8,1
12976.0,212,1,738.6,1
12977.0,156,1,39.239999999999995,1
12980.0,156,12,7092.06,3
12981.0,30,2,372.21999999999997,3
12982.0,240,2,377.2,1
12984.0,19,1,97.5,3
12985.0,1,3,1215.6200000000001,3
12987.0,74,3,545.0,3
12988.0,292,1,535.32,1
12989.0,3,19,6854.51,0
12990.0,31,3,409.5,3
12991.0,23,2,503.76,3
12993.0,23,4,414.76,3
12994.0,4,5,902.22,3
12995.0,78,2,200.72,3
12997.0,22,7,1197.94,3
12999.0,196,3,455.88,1
13000.0,107,3,534.85,3
13001.0,4,15,9797.92,0
13002.0,318,1,120.94999999999999,1
13003.0,106,3,149.05,3
13004.0,12,22,5613.43,0
13005.0,174,3,468.95,1
13006.0,56,1,81.57,3
13008.0,323,2,178.46999999999997,1
13011.0,372,1,50.550000000000004,1
13012.0,9,11,1311.6200000000001,3
13013.0,1,15,4786.99,3
13014.0,3,16,3365.43,3
13015.0,53,5,3346.28,3
13016.0,73,3,789.89,3
13017.0,7,1,204.0,3
13018.0,16,29,7272.75,0
13021.0,4,12,2584.4,3
13023.0,64,2,689.9,3
13026.0,1,8,936.15,3
13027.0,114,6,6912.0,3
13028.0,23,3,659.68,3
13029.0,31,3,1247.5,3
13030.0,11,2,799.48,3
13032.0,39,3,996.52,3
13033.0,357,1,190.55,1
13034.0,55,2,642.77,3
13035.0,58,3,886.63,3
13037.0,138,3,881.07,3
13038.0,80,3,908.46,3
13040.0,9,2,676.99,3
13043.0,254,2,471.57,1
13044.0,291,1,560.47,1
13045.0,99,1,305.28000000000003,3
13046.0,31,2,629.31,3
13047.0,32,18,3079.1,3
13048.0,14,5,1805.91,3
13049.0,64,2,656.6800000000001,3
13050.0,9,28,5684.61,0
13052.0,212,1,348.15000000000003,1
13055.0,64,4,1201.96,3
13058.0,25,3,271.40000000000003,3
13059.0,250,1,183.4,1
13060.0,254,1,307.53,1
13061.0,72,1,248.61,3
13062.0,191,1,346.98,1
13064.0,13,4,1119.49,3
13065.0,373,1,205.86,1
13066.0,24,3,430.9,3
13067.0,82,1,115.46000000000001,3
13068.0,10,2,344.0,3
13069.0,1,27,3717.82,0
13070.0,192,1,228.8,1
13072.0,267,1,177.15,1
13075.0,130,1,919.61,3
13077.0,1,4,729.27,3
13078.0,1,43,12432.28,0
13079.0,4,5,220.10000000000002,3
13080.0,179,1,58.08,1
13081.0,1,21,27964.48,0
13082.0,126,10,3595.48,3
13083.0,4,2,303.75,3
13085.0,158,3,272.38,1
13089.0,3,118,57385.88,2
13090.0,9,18,8689.39,0
13091.0,21,2,319.82,3
13092.0,71,6,459.83,3
13093.0,267,13,7741.47,1
13094.0,21,16,1708.8600000000001,3
13095.0,71,1,74.39999999999999,3
13097.0,33,14,5893.32,3
13098.0,1,41,28658.88,0
13099.0,99,1,207.35999999999999,3
13101.0,234,1,101.19,1
13102.0,1,27,6336.29,0
13103.0,40,1,243.94,3
13104.0,3,6,1098.48,3
13106.0,129,2,59.5,3
13107.0,44,5,1524.07,3
13108.0,373,1,350.06,1
13109.0,3,5,766.84,3
13110.0,31,8,1452.8700000000001,3
13113.0,1,40,10510.0,0
13115.0,9,14,2205.63,3
13116.0,117,2,485.19,3
13117.0,22,8,984.91,3
13118.0,20,7,1125.0,3
13120.0,239,1,30.599999999999998,1
13121.0,269,2,254.73,1
13122.0,94,2,922.39,3
13124.0,90,3,3866.33,3
13126.0,5,10,2056.29,3
13127.0,78,1,259.17,3
13130.0,94,1,64.0,3
13131.0,23,4,1039.3,3
13132.0,262,1,77.3,1
13133.0,274,2,109.8,1
13134.0,73,7,1740.63,3
13135.0,197,1,3096.0,1
13136.0,50,11,2545.38,3
13137.0,11,9,3605.08,3
13138.0,22,6,962.39,3
13139.0,16,8,5055.79,3
13140.0,108,3,423.72,3
13141.0,85,6,2385.8,3
13142.0,19,1,307.09,3
13144.0,333,1,110.95,1
13145.0,40,5,614.77,3
13146.0,26,1,228.91,3
13147.0,10,4,712.8000000000001,3
13148.0,29,17,3348.48,3
13149.0,14,4,1676.06,3
13151.0,203,2,1250.3700000000001,1
13153.0,6,1,486.22,3
13154.0,144,1,-611.86,1
13155.0,33,4,971.76,3
13157.0,49,5,1721.57,3
13158.0,95,4,1201.06,3
13159.0,9,5,1379.75,3
13160.0,22,1,91.8,3
13161.0,313,1,112.75,1
13162.0,122,5,1644.99,3
13165.0,46,2,1021.48,3
13166.0,282,2,414.7,1
13167.0,19,4,791.33,3
13168.0,36,5,1310.14,3
13169.0,64,2,712.88,3
13170.0,27,1,116.00999999999999,3
13171.0,8,5,426.81,3
13173.0,4,2,353.65,3
13174.0,16,3,2817.03,3
13176.0,46,1,492.84,3
13177.0,65,1,282.45,3
13178.0,26,11,5725.47,3
13182.0,45,1,121.18,3
13183.0,8,9,3957.78,3
13184.0,15,12,1648.79,3
13185.0,268,1,71.4,1
13186.0,40,5,1539.69,3
13187.0,337,1,236.02,1
13188.0,11,1,114.60000000000001,3
13189.0,19,2,260.68,3
13192.0,95,2,911.94,3
13193.0,61,1,117.88,3
13194.0,136,1,60.7,3
13196.0,11,4,1797.78,3
13198.0,10,8,3384.09,3
13199.0,4,39,9803.96,0
13200.0,19,4,870.09,3
13203.0,10,4,869.46,3
13207.0,15,2,250.26000000000002,3
13208.0,59,7,1205.9,3
13209.0,30,11,5820.16,3
13210.0,94,1,353.48,3
13211.0,10,3,1197.42,3
13212.0,9,4,780.58,3
13213.0,57,6,1518.43,3
13216.0,268,1,333.74,1
13217.0,122,5,133.62,3
13218.0,127,1,62.63999999999999,3
13220.0,78,4,819.2900000000001,3
13221.0,240,2,847.41,1
13223.0,200,2,163.20000000000002,1
13224.0,60,3,2150.85,3
13225.0,3,8,6083.04,3
13226.0,273,1,108.21000000000001,1
13227.0,202,1,257.7,1
13228.0,81,1,358.0,3
13229.0,226,1,160.95,1
13230.0,4,15,2763.41,3
13232.0,13,7,1357.6,3
13233.0,74,2,605.12,3
13235.0,212,2,101.17000000000007,1
13236.0,25,3,727.27,3
13238.0,11,5,680.83,3
13239.0,262,1,329.56,1
13240.0,96,4,663.65,3
13242.0,112,3,270.40000000000003,3
13243.0,203,1,600.07,1
13244.0,93,1,121.74000000000001,3
13245.0,51,1,430.5,3
13246.0,18,7,1922.1,3
13247.0,18,4,501.12,3
13248.0,125,2,465.68,3
13249.0,92,3,711.41,3
13253.0,157,2,1030.4,1
13255.0,4,3,390.66,3
13256.0,14,1,0.0,3
13258.0,12,3,698.58,3
13259.0,62,1,292.32,3
13260.0,61,1,557.62,3
13261.0,269,2,944.1,1
13262.0,263,1,200.29,1
13263.0,1,35,7454.07,0
13265.0,53,5,2107.66,3
13266.0,11,19,3717.67,0
13267.0,3,27,4404.44,0
13268.0,18,15,3167.64,3
13269.0,1,17,5315.92,0
13270.0,366,1,590.0,1
13271.0,37,2,178.26,3
13272.0,31,2,276.56,3
13273.0,113,1,138.98,3
13276.0,64,2,590.9300000000001,3
13277.0,16,4,258.4,3
13278.0,41,1,542.73,3
13279.0,64,2,126.30000000000001,3
13280.0,122,3,814.86,3
13282.0,18,6,1047.8400000000001,3
13283.0,60,2,93.66,3
13284.0,323,2,196.15,1
13285.0,23,4,2709.12,3
13291.0,156,1,361.11,1
13292.0,39,2,578.9399999999999,3
13294.0,190,2,873.74,1
13295.0,360,2,197.95000000000002,1
13296.0,137,1,87.4,3
13297.0,8,4,2089.85,3
13298.0,1,1,360.0,3
13299.0,268,1,142.5,1
13300.0,165,2,365.29,1
13301.0,104,4,618.09,3
13302.0,155,1,63.75,1
13304.0,351,1,300.42,1
13305.0,4,10,2000.86,3
13307.0,120,1,15.0,3
13308.0,23,4,1367.6100000000001,3
13309.0,7,5,1456.79,3
13310.0,9,6,1083.63,3
13311.0,4,2,598.57,3
13313.0,22,5,1555.32,3
13314.0,2,4,578.66,3
13316.0,37,5,5815.49,3
13317.0,64,9,2140.07,3
13318.0,1,3,640.76,3
13319.0,5,36,10664.34,0
13320.0,70,6,1491.7,3
13321.0,72,2,567.36,3
13322.0,17,1,199.48000000000002,3
13323.0,3,5,787.85,3
13324.0,32,12,7072.8,3
13325.0,82,1,675.3,3
13327.0,39,9,3617.57,3
13328.0,316,1,1308.48,1
13329.0,32,4,740.4,3
13330.0,93,3,1140.93,3
13332.0,14,1,350.9,3
13334.0,82,3,3536.82,3
13336.0,77,1,795.12,3
13338.0,154,3,431.82,1
13339.0,201,1,860.12,1
13340.0,45,7,10736.48,3
13341.0,261,1,775.85,1
13343.0,173,2,303.93,1
13344.0,68,3,2543.72,3
13345.0,277,2,377.6,1
13347.0,70,1,341.36,3
13348.0,64,1,233.76,3
13349.0,11,1,247.32,3
13350.0,16,3,910.72,3
13351.0,66,1,373.94,3
13352.0,8,2,389.28,3
13354.0,71,1,743.53,3
13355.0,122,1,674.7,3
13356.0,80,1,768.24,3
13357.0,257,1,609.95,1
13358.0,269,1,439.03,1
13359.0,59,2,431.26,3
13362.0,3,5,3085.4900000000002,3
13363.0,18,2,992.5,3
13364.0,67,2,0.0,3
13365.0,9,3,2191.22,3
13366.0,50,1,56.160000000000004,3
13368.0,257,2,623.4,1
13369.0,354,2,263.75,1
13370.0,366,2,721.32,1
13372.0,90,1,378.64,3
13373.0,61,3,3312.25,3
13375.0,81,2,772.9,3
13376.0,99,3,1019.76,3
13379.0,26,3,572.56,3
13381.0,21,7,3626.81,3
13382.0,281,1,222.99,1
13384.0,31,9,4122.28,3
13385.0,330,1,534.57,1
13388.0,121,3,627.15,3
13389.0,11,3,797.96,3
13390.0,75,1,544.08,3
13391.0,204,1,59.8,1
13394.0,2,10,2312.8,3
13395.0,185,1,307.72,1
13396.0,22,4,1325.29,3
13397.0,73,6,1539.18,3
13398.0,192,1,457.34,1
13402.0,127,2,621.23,3
13403.0,18,1,75.0,3
13404.0,1,2,252.49,3
13405.0,74,3,572.451,3
13408.0,2,81,27487.41,0
13410.0,9,7,988.91,3
13411.0,107,1,213.55,3
13414.0,134,3,1390.5,3
13416.0,44,2,712.5,3
13417.0,5,2,640.83,3
13418.0,12,23,5845.44,0
13419.0,64,1,221.06,3
13420.0,135,4,140.35,3
13421.0,40,3,1848.98,3
13422.0,51,2,2601.55,3
13425.0,108,3,1624.21,3
13426.0,1,12,3550.7000000000003,3
13427.0,19,3,582.6,3
13428.0,10,1,218.47,3
13429.0,11,4,1006.8,3
13430.0,19,4,648.6899999999999,3
13431.0,67,2,1269.1,3
13434.0,74,2,534.24,3
13435.0,5,9,3794.4900000000002,3
13436.0,2,1,196.89,3
13437.0,14,7,3408.06,3
13439.0,255,1,283.71,1
13441.0,92,1,296.64,3
13447.0,23,4,1104.23,3
13448.0,17,10,3465.67,3
13449.0,24,1,291.88,3
13450.0,27,6,2043.7199999999998,3
13451.0,26,6,2916.45,3
13452.0,259,2,590.0,1
13453.0,166,2,356.97999999999996,1
13455.0,25,4,1007.35,3
13456.0,18,7,1737.8200000000002,3
13458.0,7,22,9537.92,0
13460.0,29,2,183.44,3
13461.0,39,3,1445.0,3
13462.0,183,2,143.25,1
13464.0,58,1,674.68,3
13466.0,100,2,297.95,3
13467.0,11,2,1083.71,3
13468.0,2,41,5656.75,0
13470.0,99,2,165.0,3
13471.0,1,4,2531.58,3
13473.0,61,3,417.54,3
13474.0,236,1,229.59,1
13475.0,191,4,1431.78,1
13476.0,179,4,1092.77,1
13477.0,38,8,1441.53,3
13479.0,198,3,291.0,1
13481.0,46,8,1776.81,3
13482.0,232,1,184.64,1
13483.0,66,1,140.34,3
13484.0,241,1,313.8,1
13485.0,233,1,454.24,1
13486.0,78,3,1122.41,3
13487.0,58,3,575.4,3
13488.0,17,17,8910.61,0
13489.0,105,4,449.52,3
13491.0,52,10,1215.82,3
13492.0,136,3,1269.84,3
13493.0,275,2,618.63,1
13494.0,312,1,316.26000000000005,1
13495.0,8,6,1990.1200000000001,3
13496.0,11,3,617.93,3
13497.0,283,3,321.05,1
13499.0,18,7,1146.96,3
13500.0,23,4,1136.77,3
13501.0,243,2,1310.47,1
13502.0,17,3,292.0,3
13503.0,71,1,216.85,3
13504.0,64,1,295.93,3
13505.0,68,8,4282.88,3
13506.0,312,3,452.82,1
13507.0,3,4,2479.16,3
